transaction_id,amount,time,merchant,location
1331,276.53754161718484,8,travel,Mumbai
1332,260.93809258486584,9,travel,Mumbai
1333,189.3278564534896,3,electronics,Delhi
1334,274.5363068424976,16,electronics,Mumbai
1335,207.43337286010558,13,travel,Delhi
1336,183.14570144409802,23,electronics,Pune
1337,169.32986682295302,17,restaurant,Bangalore
1338,184.8765156755936,10,electronics,Bangalore
1339,180.59115907293855,15,travel,Pune
1340,208.5208111187744,0,travel,Mumbai
1341,208.02869905249324,6,grocery,Delhi
1342,200.15230100767073,9,restaurant,Delhi
1343,221.84690848731748,8,travel,Delhi
1344,259.5323137393171,2,restaurant,Bangalore
1345,247.4777067720662,21,electronics,Mumbai
1346,125.75510157750483,22,travel,Delhi
1347,72.30394325490226,13,grocery,Delhi
1348,246.7159955619637,14,travel,Delhi
1349,131.65606507922894,1,grocery,Pune
1350,188.76172990536583,23,restaurant,Delhi
1351,141.49434869703202,13,grocery,Pune
1352,109.90097812099901,15,electronics,Delhi
1353,227.07313641023939,6,electronics,Delhi
1354,237.95775801513236,3,electronics,Delhi
1355,171.17447996366403,17,travel,Pune
1356,70.4478853927545,23,electronics,Delhi
1357,172.68777758737588,4,electronics,Mumbai
1358,219.59020027012733,5,travel,Delhi
1359,126.05442156129357,6,restaurant,Pune
1360,209.16799598895778,14,electronics,Pune
1361,199.2345075413502,0,electronics,Mumbai
1362,228.9645749800544,23,travel,Bangalore
1363,205.97901842070766,3,restaurant,Mumbai
1364,151.34655295592222,0,restaurant,Mumbai
1365,259.82857508322456,10,restaurant,Pune
1366,192.0735213486515,17,travel,Delhi
1367,198.6347730245034,13,grocery,Delhi
1368,153.3366020463402,21,grocery,Bangalore
1369,177.83588744042447,10,electronics,Bangalore
1370,155.75986429865495,9,electronics,Bangalore
1371,191.35269700382884,16,electronics,Bangalore
1372,285.5854240071172,3,grocery,Mumbai
1373,131.4049428534322,23,travel,Mumbai
1374,119.32193010616294,14,electronics,Delhi
1375,273.55851637468044,15,travel,Mumbai
1376,189.5338161424067,20,electronics,Delhi
1377,166.54636306700417,12,travel,Delhi
1378,251.99523436980382,8,travel,Delhi
1379,169.7192230131568,10,grocery,Delhi
1380,291.30048567734684,10,travel,Pune
1381,233.89629356696344,5,restaurant,Delhi
1382,175.60442959271487,0,grocery,Mumbai
1383,307.86541066327516,21,electronics,Mumbai
1384,169.71425384983309,5,grocery,Mumbai
1385,237.10476860046535,12,restaurant,Mumbai
1386,214.9646290203246,21,restaurant,Pune
1387,265.0870644699399,23,travel,Bangalore
1388,278.0755598363426,21,restaurant,Bangalore
1389,201.60020745328833,4,restaurant,Delhi
1390,162.32910648269083,14,restaurant,Delhi
1391,222.9986071469558,17,restaurant,Mumbai
1392,166.1142315123947,19,electronics,Mumbai
1393,300.66936237633115,13,electronics,Bangalore
1394,206.82676655413687,14,grocery,Bangalore
1395,181.73392243439457,4,travel,Mumbai
1396,209.23401529324542,3,electronics,Delhi
1397,132.64368552351516,1,restaurant,Pune
1398,151.4192980744674,6,travel,Pune
1399,260.0206953972213,9,electronics,Bangalore
1400,167.1552860514302,15,grocery,Bangalore
1401,147.65445086590302,9,restaurant,Bangalore
1402,226.83263762636432,17,travel,Pune
1403,259.28520773314983,16,electronics,Pune
1404,235.94766553325334,20,travel,Mumbai
1405,249.80238429029083,12,electronics,Delhi
1406,162.16024557152696,0,grocery,Bangalore
1407,128.90946666290782,0,restaurant,Mumbai
1408,275.06668259777433,14,grocery,Pune
1409,183.86600805789323,0,restaurant,Mumbai
1410,187.45834917724764,5,restaurant,Pune
1411,266.4097070924529,12,travel,Delhi
1412,227.811500470033,0,electronics,Pune
1413,222.79438860408038,4,grocery,Mumbai
1414,308.2501172450542,8,grocery,Delhi
1415,167.82408848099286,16,grocery,Pune
1416,246.39200640406187,15,travel,Bangalore
1417,202.85065624485424,7,travel,Pune
1418,213.42961394316285,16,travel,Delhi
1419,276.4234213206266,14,restaurant,Mumbai
1420,225.39178781448118,23,grocery,Delhi
1421,226.91480395248163,0,restaurant,Mumbai
1422,253.6253668654901,11,grocery,Pune
1423,181.75236352285575,4,grocery,Pune
1424,158.0395166330497,23,electronics,Delhi
1425,147.7595402989483,5,grocery,Bangalore
1426,101.68217053119992,0,travel,Pune
1427,302.8103564970161,0,travel,Bangalore
1428,144.83958171391583,9,travel,Bangalore
1429,188.9373188207114,9,electronics,Delhi
1430,186.15933500555397,2,electronics,Pune
1431,215.37033489045504,16,restaurant,Bangalore
1432,240.78686062696482,18,grocery,Pune
1433,243.02367441798725,10,grocery,Mumbai
1434,170.84612807155307,17,travel,Bangalore
1435,191.64391431067943,1,travel,Delhi
1436,214.12899752441498,8,travel,Delhi
1437,187.56544369082263,23,travel,Bangalore
1438,280.36727880099966,16,travel,Pune
1439,224.54874758191255,13,travel,Mumbai
1440,236.74388930249086,3,grocery,Mumbai
1441,233.14406343337063,16,electronics,Delhi
1442,258.67369287426624,16,travel,Delhi
1443,209.05107793518533,11,grocery,Pune
1444,135.15840260220767,19,travel,Delhi
1445,219.9843975876321,17,restaurant,Pune
1446,167.43215531040855,2,restaurant,Bangalore
1447,173.56916591251215,10,grocery,Mumbai
1448,229.31820093775465,17,electronics,Bangalore
1449,261.91415357168177,3,restaurant,Delhi
1450,201.0635788368031,16,restaurant,Mumbai
1451,215.44165062994819,17,electronics,Mumbai
1452,285.1107472317619,4,restaurant,Bangalore
1453,212.0376589744284,13,travel,Pune
1454,330.08415570901974,9,electronics,Mumbai
1455,228.2754822815772,14,restaurant,Pune
1456,111.96186204220912,0,electronics,Bangalore
1457,237.66708105522662,15,travel,Bangalore
1458,219.05791924413887,10,restaurant,Pune
1459,264.4876377041373,22,grocery,Bangalore
1460,233.65906756349793,19,restaurant,Mumbai
1461,193.0772008008113,5,restaurant,Bangalore
1462,138.78508818553172,23,travel,Bangalore
1463,189.54883713569873,21,grocery,Mumbai
1464,157.473977289535,15,grocery,Pune
1465,170.97382750976385,1,grocery,Bangalore
1466,229.42892022103047,0,travel,Pune
1467,283.4952252175703,23,travel,Mumbai
1468,219.73357649114905,23,travel,Pune
1469,140.2058468982408,8,travel,Pune
1470,222.23013341100705,21,travel,Delhi
1471,259.83157433228257,11,grocery,Delhi
1472,169.5108547840309,16,electronics,Bangalore
1473,193.2991416663541,14,travel,Delhi
1474,200.73440973645987,18,electronics,Delhi
1475,160.755084345888,21,restaurant,Delhi
1476,232.41402169219296,9,restaurant,Pune
1477,193.9525925696109,11,travel,Pune
1478,220.97662219535138,13,restaurant,Delhi
1479,155.625391109895,8,electronics,Mumbai
1480,178.1270849838295,12,restaurant,Delhi
1481,236.11906789138857,2,restaurant,Mumbai
1482,181.35834239541165,20,electronics,Pune
1483,286.34819256167026,13,restaurant,Mumbai
1484,180.01819071926988,20,travel,Pune
1485,211.23423628759429,9,electronics,Mumbai
1486,246.6295415936545,15,electronics,Pune
1487,129.08171335334842,6,grocery,Pune
1488,111.95955940096121,3,grocery,Delhi
1489,123.71718427149526,19,electronics,Bangalore
1490,263.1292051713591,22,electronics,Bangalore
1491,172.40709270537766,10,grocery,Pune
1492,327.9099642834126,15,travel,Delhi
1493,171.78762006713058,19,restaurant,Bangalore
1494,209.22756515985185,3,restaurant,Bangalore
1495,277.1054976283938,21,restaurant,Delhi
1496,300.3046444079562,21,electronics,Delhi
1497,303.0751788318199,22,travel,Bangalore
1498,260.4183115296571,16,grocery,Bangalore
1499,251.20312629057312,12,travel,Mumbai
1500,229.62634746005915,10,travel,Mumbai
1501,238.91805380833188,2,restaurant,Pune
1502,172.44071418357333,8,grocery,Bangalore
1503,159.09005582888466,5,travel,Delhi
1504,199.8312771294524,21,grocery,Delhi
1505,191.49076887375358,20,electronics,Bangalore
1506,177.33859753363623,10,restaurant,Pune
1507,234.81937237283577,15,grocery,Delhi
1508,247.76526042852555,18,electronics,Bangalore
1509,204.42034431459237,4,electronics,Bangalore
1510,273.8765040527631,13,electronics,Pune
1511,142.91554429332476,16,travel,Bangalore
1512,190.31702703601408,2,travel,Delhi
1513,164.15888396985974,3,restaurant,Mumbai
1514,106.673169146347,15,restaurant,Pune
1515,195.86596570786503,15,electronics,Bangalore
1516,193.91262458083582,20,restaurant,Pune
1517,275.67248716210656,3,travel,Bangalore
1518,231.54058422773886,18,restaurant,Mumbai
1519,148.79065878353975,16,grocery,Pune
1520,292.70462831670943,12,travel,Bangalore
1521,261.0516847762676,21,electronics,Mumbai
1522,229.10488517343077,22,electronics,Delhi
1523,188.6757950575084,23,restaurant,Bangalore
1524,152.028038163826,0,travel,Mumbai
1525,181.38966119644735,11,electronics,Mumbai
1526,254.4374309852093,3,electronics,Pune
1527,294.2293152967304,10,travel,Bangalore
1528,277.1621764136095,4,travel,Delhi
1529,175.5575289106863,1,electronics,Bangalore
1530,144.01912833554945,16,restaurant,Mumbai
1531,207.0443123455602,7,restaurant,Delhi
1532,111.57803172185741,5,restaurant,Mumbai
1533,216.15838570923907,20,grocery,Pune
1534,192.61987068506656,8,travel,Bangalore
1535,176.6981749065879,12,electronics,Mumbai
1536,120.26484663666022,10,grocery,Mumbai
1537,225.68000532848583,15,restaurant,Bangalore
1538,173.36495801690444,15,grocery,Delhi
1539,141.50415821448559,1,electronics,Mumbai
1540,56.386889335917544,9,electronics,Bangalore
1541,198.6242547474682,11,travel,Pune
1542,288.6125798334872,7,restaurant,Pune
1543,283.0629607273935,10,restaurant,Bangalore
1544,177.1451871706864,9,grocery,Mumbai
1545,169.88939698191098,12,restaurant,Bangalore
1546,223.43871280375117,16,grocery,Bangalore
1547,150.08072804058543,6,electronics,Mumbai
1548,215.0895949909733,23,electronics,Delhi
1549,238.3040139192345,2,electronics,Delhi
1550,261.34666119421536,19,electronics,Pune
1551,194.99229617600236,12,electronics,Delhi
1552,189.8163124911517,18,grocery,Bangalore
1553,156.10087066217196,6,electronics,Mumbai
1554,158.655982298007,8,grocery,Pune
1555,188.67605540492366,18,electronics,Delhi
1556,218.3682753408089,12,grocery,Bangalore
1557,245.67923131166248,21,grocery,Pune
1558,159.84105246598276,7,grocery,Mumbai
1559,274.6344284479761,21,restaurant,Delhi
1560,186.44381994787156,17,grocery,Bangalore
1561,198.93163528257818,22,grocery,Mumbai
1562,162.63941604260884,1,electronics,Bangalore
1563,78.78798698635292,17,grocery,Bangalore
1564,244.20226981805249,17,grocery,Bangalore
1565,236.84219485462165,10,travel,Mumbai
1566,185.93362214408933,0,restaurant,Pune
1567,203.3495358612436,13,travel,Bangalore
1568,225.79696088520498,15,electronics,Pune
1569,121.87270715567287,10,restaurant,Pune
1570,173.54736613268526,0,restaurant,Delhi
1571,239.71323398109135,6,travel,Delhi
1572,137.28552884153754,15,restaurant,Pune
1573,214.67789660833145,13,travel,Delhi
1574,132.17090976882974,14,grocery,Delhi
1575,223.3214991216763,13,travel,Pune
1576,198.21792588512582,20,restaurant,Mumbai
1577,119.24340920472453,10,restaurant,Delhi
1578,258.2369677228586,15,electronics,Delhi
1579,163.27042116009756,18,electronics,Mumbai
1580,159.48737814928094,16,electronics,Mumbai
1581,210.02845986154713,5,electronics,Mumbai
1582,257.43186747143574,10,restaurant,Pune
1583,149.20890905108016,16,electronics,Mumbai
1584,203.08399249239858,8,travel,Pune
1585,221.44082501652866,17,grocery,Bangalore
1586,234.6552803631572,16,restaurant,Bangalore
1587,208.82207776386127,11,electronics,Mumbai
1588,181.6486080458339,22,restaurant,Mumbai
1589,158.62048896756403,21,electronics,Bangalore
1590,204.30719415231874,21,restaurant,Pune
1591,146.39304940071966,4,electronics,Pune
1592,53.93247582526962,10,grocery,Mumbai
1593,221.8279902078834,3,electronics,Mumbai
1594,245.19674205430977,3,travel,Mumbai
1595,81.85337822290808,2,restaurant,Bangalore
1596,149.5134647645031,23,restaurant,Delhi
1597,230.95771305025988,22,travel,Mumbai
1598,302.8747734855849,16,travel,Pune
1599,201.0396853837704,6,grocery,Delhi
1600,163.59985293854328,3,restaurant,Pune
1601,190.855177944758,22,grocery,Delhi
1602,268.74382095740924,12,restaurant,Bangalore
1603,167.70179104377323,11,restaurant,Delhi
1604,160.04039966748732,0,grocery,Pune
1605,175.86282389089837,20,restaurant,Delhi
1606,152.33356958706437,18,restaurant,Bangalore
1607,206.13351579973977,20,grocery,Pune
1608,281.233922923478,19,electronics,Mumbai
1609,216.15396365580145,17,grocery,Delhi
1610,187.38232489368562,10,restaurant,Pune
1611,185.4094365542228,19,travel,Delhi
1612,121.84045956516715,2,electronics,Bangalore
1613,244.15548885735797,16,travel,Pune
1614,196.1081401493599,11,electronics,Mumbai
1615,190.97600432046872,9,travel,Mumbai
1616,359.65537839224305,7,electronics,Delhi
1617,214.93764541828432,14,grocery,Bangalore
1618,162.4104474952408,4,electronics,Bangalore
1619,178.68212018972284,3,electronics,Delhi
1620,257.4222854598377,20,electronics,Pune
1621,205.66352052688822,19,restaurant,Pune
1622,128.08610108413166,18,travel,Delhi
1623,245.96144672876017,20,grocery,Pune
1624,166.5927957230503,3,travel,Pune
1625,293.6648888108773,14,travel,Pune
1626,254.00240328573244,16,grocery,Delhi
1627,177.63390521706245,11,restaurant,Mumbai
1628,264.0508180867556,2,electronics,Bangalore
1629,203.39277552637017,9,restaurant,Mumbai
1630,242.63868375611096,14,restaurant,Pune
1631,224.23664086472374,9,electronics,Delhi
1632,157.68216725045633,23,travel,Bangalore
1633,167.8225083841269,22,electronics,Pune
1634,251.49804087905807,17,grocery,Bangalore
1635,183.26123339467296,0,electronics,Bangalore
1636,179.81757683790016,2,travel,Mumbai
1637,152.24387103253235,20,restaurant,Pune
1638,221.17995327967304,11,restaurant,Bangalore
1639,303.1262459621572,0,electronics,Mumbai
1640,146.62335428728636,2,grocery,Delhi
1641,201.2109728336379,2,travel,Bangalore
1642,270.61102777077144,4,restaurant,Pune
1643,196.01793043771426,18,electronics,Delhi
1644,222.6185898124867,0,grocery,Bangalore
1645,146.880323592656,3,grocery,Bangalore
1646,221.41535486038242,3,restaurant,Pune
1647,190.64278674977257,16,restaurant,Bangalore
1648,249.28649978399315,13,travel,Pune
1649,259.3693025782376,17,grocery,Pune
1650,329.47818210093067,0,travel,Pune
1651,228.9816586606788,21,grocery,Pune
1652,216.28981582910833,15,grocery,Bangalore
1653,209.7192150788668,2,electronics,Delhi
1654,182.34168535946557,22,restaurant,Delhi
1655,216.92419217308455,20,grocery,Mumbai
1656,185.22992949304853,8,travel,Pune
1657,208.4230488134807,22,restaurant,Bangalore
1658,265.879876780398,3,travel,Bangalore
1659,149.67287173601795,20,restaurant,Mumbai
1660,256.99392805645226,4,restaurant,Delhi
1661,265.85575336699327,10,grocery,Bangalore
1662,194.09657365044606,20,electronics,Mumbai
1663,93.90725504957027,8,grocery,Delhi
1664,169.60890064527837,2,restaurant,Bangalore
1665,264.84972732805545,5,grocery,Pune
1666,198.8565968850559,23,grocery,Mumbai
1667,150.03488838525448,10,restaurant,Bangalore
1668,174.76125393858914,8,restaurant,Mumbai
1669,242.03100132522763,14,grocery,Mumbai
1670,227.33667841006897,22,grocery,Mumbai
1671,188.05339504151527,2,grocery,Pune
1672,181.65877940926563,0,travel,Delhi
1673,180.4120925478089,19,grocery,Delhi
1674,153.87949077507488,21,travel,Bangalore
1675,280.7687844734721,18,electronics,Pune
1676,183.883976539433,13,travel,Delhi
1677,260.8579260412748,16,grocery,Bangalore
1678,276.0658025961226,21,electronics,Bangalore
1679,249.91554490739802,13,travel,Mumbai
1680,178.41898436409758,16,travel,Pune
1681,220.18650451683047,13,restaurant,Delhi
1682,198.7902196804542,11,electronics,Pune
1683,154.8149069634936,15,restaurant,Pune
1684,216.21796408608014,0,electronics,Delhi
1685,141.04801044200988,12,travel,Delhi
1686,259.38396942307816,5,restaurant,Pune
1687,176.76913513508035,16,grocery,Bangalore
1688,210.05798279364197,11,travel,Pune
1689,214.1643935773071,22,electronics,Delhi
1690,187.05475131479614,18,electronics,Pune
1691,229.33469007376374,5,restaurant,Delhi
1692,176.25481716887379,6,restaurant,Bangalore
1693,243.56486487286222,0,electronics,Pune
1694,132.70101598766257,0,travel,Bangalore
1695,206.3189789773206,4,restaurant,Pune
1696,296.94644995291424,5,grocery,Pune
1697,149.98343376972127,15,electronics,Delhi
1698,166.11275147375744,15,grocery,Mumbai
1699,225.69539248294575,13,electronics,Delhi
1700,208.9790890969799,0,grocery,Pune
1701,217.53150496367795,12,travel,Mumbai
1702,224.45935650738318,19,electronics,Mumbai
1703,231.7360734280885,9,travel,Bangalore
1704,255.48499209781116,23,restaurant,Pune
1705,220.49093284642564,9,electronics,Delhi
1706,187.93711726907287,8,travel,Mumbai
1707,233.62868506013655,12,grocery,Mumbai
1708,294.9940967447608,2,travel,Delhi
1709,193.36831268087133,17,electronics,Delhi
1710,151.27353476646792,19,travel,Mumbai
1711,255.35403346434865,1,grocery,Delhi
1712,193.98094180232007,16,grocery,Bangalore
1713,91.36652269929819,18,grocery,Mumbai
1714,242.37108385752109,22,restaurant,Bangalore
1715,173.23359070230387,12,electronics,Pune
1716,195.47333588479196,12,grocery,Bangalore
1717,216.59901652845073,0,restaurant,Delhi
1718,209.52498398895332,1,grocery,Mumbai
1719,235.47259085695197,0,travel,Bangalore
1720,178.22568147150784,23,electronics,Delhi
1721,225.65528990880415,4,travel,Delhi
1722,187.02266612080413,23,restaurant,Bangalore
1723,236.94052404437514,2,travel,Mumbai
1724,230.76837420065266,6,travel,Bangalore
1725,153.22806489777022,23,grocery,Pune
1726,254.29910580875162,21,travel,Bangalore
1727,173.2018277442976,12,grocery,Bangalore
1728,240.40288991405725,22,grocery,Mumbai
1729,218.36436567006703,17,electronics,Bangalore
1730,291.9091838397561,23,restaurant,Delhi
1731,188.8267008814074,20,restaurant,Mumbai
1732,182.53416019409013,6,restaurant,Delhi
1733,199.02901970561336,0,grocery,Mumbai
1734,184.84101085828624,4,restaurant,Pune
1735,239.9970950971025,16,grocery,Pune
1736,119.1844695781706,7,electronics,Pune
1737,147.3158790426823,14,restaurant,Bangalore
1738,146.60985392104035,19,grocery,Pune
1739,247.51537959867878,3,restaurant,Mumbai
1740,285.5306686290963,1,restaurant,Pune
1741,194.77753907312643,4,electronics,Mumbai
1742,191.55891384049946,0,travel,Delhi
1743,203.50260815565906,4,restaurant,Bangalore
1744,258.0939151304095,5,electronics,Delhi
1745,153.63234329047128,1,restaurant,Delhi
1746,211.91844913673927,0,restaurant,Pune
1747,248.75988148912148,3,restaurant,Pune
1748,225.05470849699225,6,restaurant,Pune
1749,209.47908082993717,21,travel,Delhi
1750,250.05230462835706,0,travel,Bangalore
1751,64.83838535003815,0,restaurant,Bangalore
1752,233.89376597654538,7,restaurant,Delhi
1753,167.2962158436288,19,electronics,Bangalore
1754,108.46835515717716,15,electronics,Delhi
1755,225.56012997624904,20,grocery,Delhi
1756,268.68292725814786,12,travel,Bangalore
1757,193.1275742686154,22,restaurant,Mumbai
1758,247.64372736014695,23,travel,Mumbai
1759,280.6139128994323,22,electronics,Pune
1760,265.74572267920234,17,travel,Bangalore
1761,281.99822646856967,19,travel,Pune
1762,237.1063745535946,9,restaurant,Delhi
1763,203.77168194507965,11,restaurant,Mumbai
1764,119.90170940514157,0,electronics,Bangalore
1765,187.69687559350257,9,restaurant,Bangalore
1766,157.8376702341904,8,electronics,Bangalore
1767,308.54713587489067,2,electronics,Mumbai
1768,191.20570937838318,18,grocery,Pune
1769,206.1602403392243,8,grocery,Mumbai
1770,227.57426880202337,9,grocery,Pune
1771,202.1801223186227,18,travel,Delhi
1772,284.75255202153767,15,grocery,Delhi
1773,168.8675319132774,23,restaurant,Pune
1774,209.73037276186213,17,restaurant,Delhi
1775,162.87647071509758,13,grocery,Delhi
1776,133.99887443896472,2,travel,Bangalore
1777,169.41154545473574,1,electronics,Bangalore
1778,198.1481601475794,0,travel,Mumbai
1779,178.53488877413702,17,travel,Mumbai
1780,165.3789510063072,23,electronics,Mumbai
1781,129.6841268164083,8,electronics,Bangalore
1782,195.84472136856527,12,electronics,Mumbai
1783,124.76398129844989,1,restaurant,Mumbai
1784,238.00279818448013,6,electronics,Bangalore
1785,204.12198764672516,15,electronics,Pune
1786,127.12242502675348,20,travel,Bangalore
1787,184.53954614750683,18,travel,Pune
1788,162.39217972047084,14,grocery,Bangalore
1789,215.95872552095904,21,travel,Mumbai
1790,267.0225223011572,10,electronics,Delhi
1791,106.24137651771277,0,restaurant,Delhi
1792,205.75130395737085,20,travel,Pune
1793,191.99336022166798,6,travel,Pune
1794,233.56700382252328,19,electronics,Pune
1795,210.65983141188445,7,travel,Delhi
1796,162.40153341305904,9,travel,Pune
1797,184.0473032166691,4,electronics,Bangalore
1798,160.19870715982555,8,travel,Bangalore
1799,253.80035692992993,0,restaurant,Delhi
1800,201.06558243359711,1,grocery,Bangalore
1801,295.05953428765037,18,travel,Pune
1802,196.96695930926896,13,restaurant,Delhi
1803,164.57966165447687,19,travel,Pune
1804,124.31428036935864,9,grocery,Bangalore
1805,109.84301618720275,8,electronics,Pune
1806,120.79320284972552,9,grocery,Delhi
1807,213.35633255057417,5,travel,Pune
1808,225.4362511614967,16,grocery,Bangalore
1809,120.94046489839333,5,grocery,Mumbai
1810,244.75191570380576,3,electronics,Delhi
1811,175.84694741582803,19,travel,Pune
1812,207.33965059927746,2,grocery,Delhi
1813,280.61103141277124,22,grocery,Pune
1814,244.8419657932766,18,electronics,Mumbai
1815,186.57346760470838,17,restaurant,Bangalore
1816,155.44038872923562,23,travel,Pune
1817,92.40922993353476,3,restaurant,Pune
1818,164.042334037879,7,restaurant,Mumbai
1819,189.4434880586153,16,electronics,Delhi
1820,150.6410236424408,4,electronics,Bangalore
1821,193.43715164538477,12,travel,Pune
1822,203.8425941479384,0,restaurant,Pune
1823,188.75720090959607,12,grocery,Bangalore
1824,167.49987095882702,3,restaurant,Mumbai
1825,208.43273359833637,21,electronics,Delhi
1826,222.09703247847045,23,grocery,Bangalore
1827,145.4800461278577,13,grocery,Delhi
1828,270.54661898731354,2,electronics,Mumbai
1829,195.0705933857869,4,grocery,Mumbai
1830,200.94248114724238,6,restaurant,Bangalore
1831,235.41072116282785,0,electronics,Pune
1832,211.66080656317507,22,travel,Mumbai
1833,247.65683169566225,11,electronics,Mumbai
1834,214.35620826009122,10,travel,Bangalore
1835,169.37813126797812,23,travel,Bangalore
1836,218.07517626030508,7,electronics,Bangalore
1837,142.8136896339669,5,electronics,Mumbai
1838,205.42798528882616,21,travel,Delhi
1839,198.33850046777695,1,travel,Mumbai
1840,189.594157136373,18,grocery,Bangalore
1841,193.57312442805346,19,electronics,Pune
1842,105.90754772511805,19,electronics,Pune
1843,172.56375461295193,23,grocery,Bangalore
1844,204.64224505705573,13,electronics,Pune
1845,207.99281959987002,0,grocery,Mumbai
1846,148.61624295370208,9,grocery,Delhi
1847,263.28539204323505,15,electronics,Mumbai
1848,156.69125758927495,3,restaurant,Bangalore
1849,248.47286002633683,10,travel,Mumbai
1850,221.35971809358423,15,electronics,Pune
1851,167.68863450780984,19,restaurant,Mumbai
1852,288.7655446304756,0,grocery,Delhi
1853,140.318158412176,15,restaurant,Pune
1854,245.95770868050008,18,electronics,Delhi
1855,250.02911590214893,20,electronics,Delhi
1856,166.46898954616776,21,restaurant,Delhi
1857,269.62326500321643,8,electronics,Mumbai
1858,187.49767427005236,8,travel,Mumbai
1859,214.43468146399286,8,restaurant,Mumbai
1860,213.01609193856103,16,grocery,Mumbai
1861,193.2845629264726,11,restaurant,Pune
1862,240.54041365798912,12,restaurant,Mumbai
1863,239.67443602761065,7,restaurant,Pune
1864,112.57340133809096,15,restaurant,Delhi
1865,265.2170121439076,17,grocery,Pune
1866,116.87540059821629,0,grocery,Bangalore
1867,251.62731021708288,0,grocery,Mumbai
1868,256.3352568413792,11,restaurant,Bangalore
1869,145.4516784892401,5,travel,Pune
1870,179.45928560227077,8,travel,Mumbai
1871,144.7147665757032,22,grocery,Bangalore
1872,189.25394848556323,4,travel,Mumbai
1873,184.59828579071294,15,travel,Pune
1874,238.983026613467,17,travel,Bangalore
1875,265.5154373059804,16,travel,Pune
1876,269.7841905394978,17,travel,Bangalore
1877,171.8915986710849,0,electronics,Delhi
1878,189.5389063127736,18,grocery,Delhi
1879,115.82809038895249,21,restaurant,Delhi
1880,159.70649667519058,7,travel,Delhi
1881,248.24258165487288,2,electronics,Delhi
1882,280.7791411774116,4,restaurant,Pune
1883,138.2825564060039,22,electronics,Delhi
1884,170.3767870423553,7,travel,Pune
1885,198.67971215205364,18,travel,Delhi
1886,214.00805794098034,17,travel,Mumbai
1887,159.51982400391768,17,travel,Delhi
1888,221.20305222320448,20,restaurant,Mumbai
1889,176.3080326464542,0,restaurant,Pune
1890,199.27738645608605,14,electronics,Delhi
1891,227.31421240018497,17,grocery,Bangalore
1892,200.32111349054688,6,travel,Pune
1893,178.18070547367157,15,electronics,Delhi
1894,194.51950980370844,15,electronics,Pune
1895,195.58185203973323,14,electronics,Bangalore
1896,181.4994485058936,5,travel,Delhi
1897,187.06019686664487,8,travel,Bangalore
1898,279.9323585252358,6,electronics,Delhi
1899,228.04597239706195,13,travel,Mumbai
1900,185.22598409854197,10,electronics,Pune
1901,234.8477202255368,20,restaurant,Bangalore
1902,183.3090255121995,15,travel,Pune
1903,258.65623187933204,5,restaurant,Bangalore
1904,218.48210960990468,21,grocery,Pune
1905,194.63489279978856,15,travel,Pune
1906,222.38584629051388,19,grocery,Pune
1907,121.45619239657503,15,electronics,Mumbai
1908,143.66162655450972,11,travel,Delhi
1909,140.30374968004725,16,travel,Mumbai
1910,207.14715473818535,4,travel,Pune
1911,286.6257499742546,12,grocery,Bangalore
1912,311.5650073096316,7,grocery,Pune
1913,231.90255507203787,23,electronics,Delhi
1914,225.04222374722286,4,restaurant,Mumbai
1915,109.94711329236306,11,restaurant,Delhi
1916,172.86631001329891,8,grocery,Bangalore
1917,160.61081240458805,2,travel,Delhi
1918,168.95762008744418,2,restaurant,Mumbai
1919,191.59280907076052,0,restaurant,Bangalore
1920,176.39547111514364,21,grocery,Delhi
1921,101.03500948121061,17,electronics,Mumbai
1922,237.3955128058767,23,grocery,Mumbai
1923,146.36284871300967,11,grocery,Pune
1924,211.9623432055575,8,travel,Delhi
1925,303.70413348749867,8,grocery,Bangalore
1926,154.03077042067883,17,travel,Pune
1927,73.48562386268351,17,electronics,Delhi
1928,185.69978890599447,6,travel,Delhi
1929,255.04798174992857,3,electronics,Bangalore
1930,297.9173727110297,12,electronics,Pune
1931,138.52252027737916,16,electronics,Pune
1932,224.83496116182607,23,grocery,Bangalore
1933,176.73447716099733,1,travel,Pune
1934,194.7025822847932,13,restaurant,Mumbai
1935,332.21716735085175,2,grocery,Bangalore
1936,124.85148358024234,4,electronics,Delhi
1937,212.6869830747287,13,restaurant,Bangalore
1938,223.38465858827166,2,grocery,Mumbai
1939,254.28931624696736,22,restaurant,Bangalore
1940,204.89915767354478,6,electronics,Delhi
1941,215.40252697520512,17,restaurant,Delhi
1942,180.41757162891045,12,restaurant,Bangalore
1943,213.45634706225536,22,electronics,Bangalore
1944,182.84038622512946,21,restaurant,Mumbai
1945,231.07859449280255,9,grocery,Mumbai
1946,181.51948319781832,12,restaurant,Delhi
1947,218.85501969510932,15,travel,Pune
1948,198.5368593157511,8,grocery,Pune
1949,256.3025125386084,1,restaurant,Pune
1950,197.4303138205757,22,travel,Pune
1951,111.34837658965593,4,travel,Delhi
1952,263.0960750356996,21,travel,Pune
1953,154.71338495686905,16,restaurant,Pune
1954,167.31168306755902,22,electronics,Bangalore
1955,170.2169352978254,21,travel,Pune
1956,268.7219046585409,3,electronics,Bangalore
1957,93.21628930106523,16,grocery,Delhi
1958,356.8874266829997,8,electronics,Bangalore
1959,252.8028404533026,19,electronics,Mumbai
1960,211.16194570645797,1,electronics,Bangalore
